Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
44304757,¿Quién diablos eres?,Raquel de la Morena,"Morena, Raquel de la",,"=""8416327688""","=""9788416327683""",0,4.08,Titania,Paperback,704,2019,,,2019/07/25,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
40748474,El príncipe y la modista,Jen Wang,"Wang, Jen",Julia Osuna Aguilar,"=""8494506366""","=""9788494506369""",5,4.39,Roca Editorial,Pasta blanda,272,2018,2018,2019/07/24,2019/07/24,2019,2019 (#12),read,,,,1,,,0,,,,,
40642172,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,"Schwab, Victoria",,"=""""","=""""",0,4.02,Greenwillow Books,Kindle Edition,469,2016,2016,,2019/07/16,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.19,Bloomsbury USA Childrens,Hardcover,419,2015,2015,,2019/07/16,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
34517195,"El cuento de la criada (El cuento de la criada, #1)",Margaret Atwood,"Atwood, Margaret",Elsa Mateo,"=""""","=""9788498388015""",4,4.12,Salamandra,Paperback,416,2017,1985,,2019/07/16,2019,2019 (#11),read,,,,1,,,0,,,,,
26529549,Todos deberíamos ser feministas,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Javier Calvo Perales,"=""""","=""""",4,4.43,Literatura Random House,Kindle Edition,64,2015,2014,2018/02/18,2018/02/15,2018,2018 (#20),read,Un libro muy interesante con experiencias reales que te harán reflexionar.,,,1,,,0,,,,,
33876650,Querida Ijeawele. Cómo educar en el feminismo,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Cruz Rodríguez Juiz,"=""8439732708""","=""9788439732709""",5,4.50,Literatura Random House,Paperback,89,2017,2017,2018/07/23,2018/07/23,2018,2018 (#19),read,Es un libro muy sincero y con el que aprendres sobre cosas cotidianas e instauradas desde que naces son misóginas y que pasamos por alto como si nada. Una gran reflexion de vida,,,1,,,0,,,,,
866618,El principito,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Bonifacio del Carril,"=""""","=""""",5,4.31,Mariner Books,Paperback,87,2001,1943,2018/01/14,2018/02/05,2018,2018 (#18),read,Creo que todo el mundo debería leer este libro sin duda. Explica diversas situaciones en las cuales se representan personalidades que podemos ver hoy en día y hace reflexiones sobre ellas. Al estar escrito desde la visión de un niño hace el libro muy inocente y muy impactante por como hace las reflexiones.,,,1,,,0,,,,,
35684380,El sótano,Natasha Preston,"Preston, Natasha",Julia Alquézar,"=""""","=""""",3,3.90,Destino,Kindle Edition,368,2017,2014,2018/02/02,2018/02/05,2018,2018 (#17),read,"Este libro, es un thriller que narra la historia de una chica llamada Summer a la que le suceden muchas cosas que cambiaran su vida. Es un libro que engancha desde la pagina uno, te mantiene en tensión todo el rato y hace que no quieras parar de leer. El final me decepcionó un poco ya que era predecible, y me parece que no acaba de tratar bien ciertos temas. Aparte de eso, lo disfruté mucho y lo recomiendo si estas en un parón lector ya que seguro que te saca de él.",,,1,,,0,,,,,
17786685,Loba,Verónica Murguía,"Murguía, Verónica",,"=""""","=""9788467551938""",3,3.50,SM,Hardcover,512,2013,2013,2018/02/08,2018/02/05,2018,2018 (#15),read,"He encontrado el libro, muy tedioso, me costó acabar las últimas 50 páginas demasiado. Creo que la historia es buena pero no se ha aprovechado al máximo. te encuentras en una época medieval dónde viven diferentes ciudades y seres mitológicos. Los combina bien pero aún le faltaban ciertas partes mejor explicadas. El libro tiene una trama principal que me gusto mucho pero desde mi punto de vista esa trama acaba y el libro sigue y eso fue lo que no me convenció y por eso tiene 3 estrellas.",,,1,,,0,,,,,
2508888,"El secreto de las gemelas (Fairy Oak, #1)",Elisabetta Gnone,"Gnone, Elisabetta",,"=""8496391566""","=""9788496391567""",5,4.18,Marenostrum,Hardcover,288,2006,2005,2018/02/17,2018/02/11,2018,2018 (#14),read,"El secreto de las gemelas es un libro juvenil muy divertido. La historia se desarrolla en un valle donde nacen dos gemelas, Vainilla y Pervinca. A partir de aquí seguiremos sus aventuras en este encantador valle. <br/><br/>Las descripciones son fantásticas y se puede ver un toque de humor en todo el libro. Este, fue muy entretenido y rápido de leer ya que tiene bastantes ilustraciones, también cabe destacar que es un libro que te engancha y quieres seguir leyendo para saber como acaba. Lo recomiendo mucho porqué lo disfrute demasiado y creo que es una novela corta y fácil de leer.",,,1,,,0,,,,,
36441943,Alguien está mintiendo,Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",3,4.04, Alfaguara,Kindle Edition,336,2017,2017,2018/03/18,2018/02/18,2018,2018 (#13),read,"Es un libro que te mantiene intrigado todo el tiempo. Quieres saber lo que ha pasado y el lector participa como persona más en la historia, así que no sabes absolutamente nada. Tengo que decir que hay algunas partes que se me hicieron lentas pero hacia el final el libro da un vuelco muy interesante y que hace que no quieras parar de leer. <br/>El final me ha gustado mucho aunque hay ciertas historias de las cuales me hubiera gustado saber más. Para todos aquellos a los que os gusten las historias de misterio os lo recomiendo muchísimo.",,,1,,,0,,,,,
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,"Andersen, Sarah",,"=""1449474195""","=""9781449474195""",4,4.12,Andrews McMeel Publishing,Paperback,112,2016,2016,,2018/03/18,2018,2018 (#12),read,Este libro me ha gustado mucho y es debido a que te sientes identificado con muchas de las mini historias que hay en el libro. ,,,1,,,0,,,,,
30754980,"Big Mushy Happy Lump (Sarah's Scribbles, #2)",Sarah Andersen,"Andersen, Sarah",,"=""1449479618""","=""9781449479619""",3,4.22,Andrews McMeel Publishing,Paperback,128,2017,2017,,2018/03/18,2018,2018 (#11),read,"I haven't enjoyed this book as much as the first one because i couldn't feel identified with a lot of stories. However, with some ones I've laughed so much. ",,,1,,,0,,,,,
3092380,"El encanto de la oscuridad (Fairy Oak, #2)",Elisabetta Gnone,"Gnone, Elisabetta",,"=""""","=""9788496391680""",4,4.23,Marenostrum,Hardcover,352,2007,2006,2018/03/21,2018/03/18,2018,2018 (#10),read,Siguiendo la misma trama que el primer libro este se introduce más en la vida de las gemelas. Pasan muchas cosas realmente interesantes y todo cambia. Poco a poco vas descubriendo tanto a las gemelas como la historia que hay detrás de Fairy Oak. Me ha gustado mucho y es una lectura realmente ágil i rápida. El final te deja con ganas de ya coger el tercer libro y saber como acaba todo. También respecto a los personajes en este libro los he encontrado más entrañables y he conectado más con ellos. <br/>Aunque sea un libro más para gente de 12-15 años lo recomiendo para leer tengas la edad que tengas. ,,,1,,,0,,,,,
6723396,Asesinato en el Orient Express (Hercule Poirot #10),Agatha Christie,"Christie, Agatha",,"=""""","=""""",3,4.18,Santillana USA Publishing Company,Paperback,253,2007,1934,2018/04/16,2018/03/21,2018,2018 (#9),read,"El libro me ha gustado bastante y el final ha resultado muy inesperado, cosa que ha hecho que aún me guste más. El único inconveniente que he encontrado es que no he sentido ganas de resolver el crimen o intentar adivinar quien es el asesino antes de que la historia te lo explique.",,,1,,,0,,,,,
3275025,"El poder de la luz (Fairy Oak, #3)",Elisabetta Gnone,"Gnone, Elisabetta",,"=""""","=""9788496391963""",5,4.31,Marenostrum,Hardcover,384,2008,2007,,2018/05/13,2018,2018 (#8),read,"Es un libro mágico, estoy sin palabras. ",,,1,,,0,,,,,
29362936,La temporada de los accidentes,Moïra Fowley-Doyle,"Fowley-Doyle, Moïra",,"=""""","=""9786077358695""",4,3.57,Editorial Oceano de Mexico,Paperback,288,2016,2015,2018/07/29,2018/07/24,2018,2018 (#7),read,"Un libro brutal, muy interesante y diferente a lo normal. Me ha gustado mucho y lo recomiendo mucho.",,,1,,,0,,,,,
8398780,"Ciudad de ceniza (Cazadores de sombras, #2)",Cassandra Clare,"Clare, Cassandra",Gemma Gallart,"=""8408087533""","=""9788408087533""",4,4.14,Destino,Hardcover,464,2009,2008,2018/11/23,2018/07/30,2018,2018 (#6),read,,,,1,,,0,,,,,
7876139,"Ciudad de cristal (Los instrumentos mortales, #3)",Cassandra Clare,"Clare, Cassandra",Gemma Gallart,"=""607070343X""","=""9786070703430""",5,4.29,Destino,Hardcover,544,2010,2009,2019/01/02,2018/07/30,2019,2019 (#10),read,,,,1,,,0,,,,,
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""""","=""""",3,4.15,David Fickling Books,Hardcover,240,2006,2006,2019/01/06,2018/07/30,2019,2019 (#9),read,,,,1,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,2019/02/12,2018/07/30,2019,2019 (#8),read,I have enjoyed so much this book. It has been a little bit hard to read since it's a book in which you have to think about what are they explaining and the huge critique it does about our society. It has changed my mind so much and I extremely recommend it. ,,,1,,,0,,,,,
30304769,Aristóteles y Dante descubren los secretos del Universo,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""""","=""9789563600018""",4,4.34,Planeta,Paperback,328,2015,2012,2019/07/09,2019/07/06,2019,2019 (#1),read,,,,1,,,0,,,,,
35924705,"Herding Cats (Sarah's Scribbles, #3)",Sarah Andersen,"Andersen, Sarah",,"=""1449489788""","=""9781449489786""",4,4.13,Andrews McMeel Publishing,Paperback,112,2018,2018,,2018/10/06,2018,2018 (#5),read,I have enjoyed this book as all the other ones. This book apart from being fun it has an amazing critical thought about the artists and their lives. I strongly recommend the book.,,,1,,,0,,,,,
42085001,Universitaria estresada,Paula Gómez,"Gómez, Paula",Alejandro Suárez,"=""""","=""9788417247126""",4,3.28,,Hardcover,144,2018,,2018/10/09,2018/10/09,2018,2018 (#4),read,,,,1,,,0,,,,,
37804825,El peligro de la historia única,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi","Marina Garcés, Cruz Rodríguez Juiz","=""8439733925""","=""9788439733928""",4,4.17,Literatura Random House,Paperback,64,2018,2009,2018/10/14,2018/10/09,2018,2018 (#3),read,,,,1,,,0,,,,,
23513349,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",4,4.04,Createspace,Paperback,204,2014,2014,2018/11/25,2018/11/14,2018,2018 (#2),read,,,,1,,,0,,,,,
42102610,Hazte la cama. Y otros pequeños hábitos que cambiarán tu vida y el mundo,William H. McRaven,"McRaven, William H.",,"=""""","=""9786070745133""",3,3.98,Editorial Planeta,Paperback,176,2018,2017,,2018/12/17,2018,2018 (#1),read,,,,1,,,0,,,,,
42441564,El método Bullet Journal,Ryder Carroll,"Carroll, Ryder",Gemma Moraleda Díaz,"=""8408194410""","=""9788408194415""",3,4.03,Editorial Planeta,Hardcover,315,2018,2018,2019/04/27,2019/01/02,2019,2019 (#7),read,,,,1,,,0,,,,,
11724062,"La puerta de los tres cerrojos (La puerta de los tres cerrojos, #1)",Sonia Fernández-Vidal,"Fernández-Vidal, Sonia",,"=""8424635779""","=""9788424635770""",4,3.67,La Galera,Hardcover,201,2011,2011,2019/02/15,2019/02/13,2019,2019 (#6),read,Es un libro interesante y que acerca la ciencia a los más peques.,,,1,,,0,,,,,
9606604,"Ángel mecánico (Cazadores de sombras: los orígenes, #1)",Cassandra Clare,"Clare, Cassandra",Patricia Nunes,"=""""","=""9788408096238""",5,4.31,Destino,Hardcover,441,2010,2010,2019/03/08,2019/02/17,2019,2019 (#5),read,,,,1,,,0,,,,,
13482202,"Príncipe mecánico (Cazadores de sombras: los orígenes, #2)",Cassandra Clare,"Clare, Cassandra",Patricia Nunes,"=""8408102338""","=""9788408102335""",4,4.42,Destino,Hardcover,456,2012,2011,2019/04/30,2019/03/08,2019,2019 (#4),read,,,,1,,,0,,,,,
35606560,The Sun and Her Flowers,Rupi Kaur,"Kaur, Rupi",,"=""1449486797""","=""9781449486792""",3,4.13,Andrews McMeel Publishing,Paperback,256,2017,2017,2019/07/06,2019/04/30,2019,2019 (#3),read,"I have felt identified with some poems, but there where parts of the book where I did not see myself understanding the meaning of the written words.",,,1,,,0,,,,,
17670710,"Princesa mecánica (Cazadores de Sombras: Los Orígenes, #3)",Cassandra Clare,"Clare, Cassandra",Patricia Nunes,"=""8408038265""","=""9788408038269""",4,4.54,Destino,Hardcover,506,2013,2013,2019/07/06,2019/05/01,2019,2019 (#2),read,,,,1,,,0,,,,,
20320402,"El peligro de la oscuridad (Simon Serrailler, #3)",Susan         Hill,"Hill, Susan",Margarita Cavandoli,"=""8435009432""","=""9788435009430""",0,3.95,"Editora y Distribuidora Hispano Americana, S.A. ",Paperback,512,2007,2006,,2018/10/09,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
6438767,La puerta de Ptolomeo,Jonathan Stroud,"Stroud, Jonathan",Laura Martín de Dios,"=""8484413217""","=""9788484413219""",0,4.26,Montena S a Ediciones,Hardcover,501,2006,2005,,2018/07/30,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.91,Alfred A. Knopf,Paperback,503,2005,2002,,2018/07/30,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
12554628,Donde los árboles cantan,Laura Gallego García,"García, Laura Gallego",,"=""8467550031""","=""9788467550030""",0,4.23,SM,Paperback,477,2011,2011,,2018/07/30,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
27209293,Omnia: todo lo que puedas soñar,Laura Gallego García,"García, Laura Gallego",,"=""1101972238""","=""9781101972236""",0,3.58,Vintage Espanol,Paperback,288,2016,2016,,2018/07/30,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
28281028,Historia de un canalla,Julia Navarro,"Navarro, Julia",,"=""8401016959""","=""9788401016950""",0,3.23,Plaza & Janés,Paperback,864,2016,2016,,2018/07/30,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
31563982,"Whichwood (Furthermore, #2)",Tahereh Mafi,"Mafi, Tahereh",,"=""1101994797""","=""9781101994795""",0,3.97,Dutton Books for Young Readers,Hardcover,368,2017,2017,,2018/07/30,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
28110143,"Furthermore (Furthermore, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""1101994762""","=""9781101994764""",0,3.91,Dutton Books for Young Readers,Hardcover,406,2016,2016,,2018/07/30,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
23667096,"El ladrón del rayo (Percy Jackson, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""9788498386264""",0,4.27,Salamandra,Paperback,288,2014,2005,,2018/07/30,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",0,4.41,Feiwel & Friends,Hardcover,552,2014,2014,,2018/07/30,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",0,4.26,Feiwel & Friends,Hardcover,454,2013,2013,,2018/07/30,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",0,4.13,Feiwel & Friends,Hardcover,400,2012,2012,,2018/07/30,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,4.46,Henry Holt & Company,Hardcover,465,2015,2015,,2018/02/05,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
59269,"El amuleto de Samarkanda (Bartimaeus Trilogy, #1)",Jonathan Stroud,"Stroud, Jonathan",,"=""8484412393""","=""9788484412397""",0,4.00,Montena,Hardcover,448,2005,2003,,2018/07/30,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
107802,"El ojo del golem (Bartimaeus Trilogy, #2)",Jonathan Stroud,"Stroud, Jonathan",,"=""8484412806""","=""9788484412809""",0,4.08,Montena,Hardcover,560,2005,2004,,2018/07/30,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
16301104,"El temor de un hombre sabio (Crónica del asesino de reyes, #2)",Patrick Rothfuss,"Rothfuss, Patrick",Gemma Rovira Ortega,"=""8499899617""","=""9788499899619""",0,4.54,DeBolsillo,Mass Market Paperback,1200,2013,2011,,2018/07/30,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
6483211,"El nombre del viento (Crónica del asesino de reyes, #1)",Patrick Rothfuss,"Rothfuss, Patrick",Gemma Rovira,"=""8401337208""","=""9788401337208""",0,4.51,Plaza & Janés,Paperback,872,2009,2007,,2018/07/30,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
8018115,"El juego del ángel (El cementerio de los libros olvidados, #2)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""840809419X""","=""9788408094197""",0,3.93,Planeta,Paperback,667,2010,2008,,2018/07/30,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
5496752,L'ombra Del Vent,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8497081048""","=""9788497081047""",0,4.27,Editorial Planeta,Paperback,485,2006,2001,,2018/07/30,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
25982391,El presoner del cel,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Josep Pelfort Gregori,"=""8497082346""","=""9788497082341""",0,4.07,Planeta,Mass Market Paperback,384,2011,2011,,2018/07/30,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""0765387468""","=""9780765387462""",0,4.32,Tor Books,Hardcover,624,2017,2017,,2018/07/29,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
33949258,"Tres coronas oscuras (Tres coronas oscuras, #1)",Kendare Blake,"Blake, Kendare",Martín Felipe Castagnet,"=""9876096788""","=""9789876096782""",0,3.82,Del nuevo extremo,Paperback,416,2017,2016,,2018/02/27,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
28053589,"Nieve como cenizas (Nieve como cenizas, #1)",Sara Raasch,"Raasch, Sara",Nora Escoms,"=""9876096265""","=""9789876096263""",0,3.87,Del Nuevo Extremo,Paperback,448,2015,2014,,2018/02/15,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
33525807,Hielo como fuego (Nieve como cenizas #2),Sara Raasch,"Raasch, Sara",,"=""9876096761""","=""9789876096768""",0,3.75,Del Nuevo Extremo,Paperback,498,2016,2015,,2018/02/15,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
37822389,"Escarcha como noche (Nieve como cenizas, #3)",Sara Raasch,"Raasch, Sara",,"=""9876096958""","=""9789876096959""",0,3.97,Del Nuevo Extremo,Paperback,464,2017,2016,,2018/02/15,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
34369100,El odio que das,Angie Thomas,"Thomas, Angie",Sonia Verjovsky,"=""8494631578""","=""9788494631573""",0,4.50,Océano Gran Travesía,Paperback,465,2017,2017,,2018/02/05,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
31842429,Patria,Fernando Aramburu,"Aramburu, Fernando",,"=""""","=""""",0,4.37,Tusquets,Kindle Edition,889,2016,2016,,2018/05/15,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",0,4.41,Feiwel & Friends,Hardcover,827,2015,2015,,2018/02/14,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
